,thscode,ths_fund_scale_fund,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,Mean
83,270050.OF,498480203.93,481651861.99,467323099.36,399897068.26,430288265.02,312342015.64,324429410.97,308448671.94,546203587.15,1824080104.28,3236342017.31,3084237952.96,2446443888.27,3094330919.47,2143863791.71,1856526094.31,1443344237.63,1469393468.9,1237955174.3,1143245503.6,1180837307.48,1013100090.38,938709364.23,1299194526.0473914
84,288002.OF,3089230838.8,2665821059.21,2519557349.82,2246885035.66,2673728760.81,2303844594.38,2249045298.89,2488918090.38,2204985219.46,2648933395.13,2632796976.28,2766074140.74,2443211931.71,2625345840.82,2512845849.34,2554095525.79,2120933896.96,2377402601.21,2111522877.19,2145379813.62,2171646745.99,2102874031.0,1875764877.93,2414384554.396522
85,290002.OF,1114077442.75,989735910.13,865901443.09,800606982.07,1017656745.81,940418410.38,912638546.85,987325969.67,1024678076.49,1136923648.42,1114156476.69,1112272568.5,983386714.67,1004058085.37,903696946.42,834881111.27,666181822.89,745649896.02,617334948.9,568826679.35,565262836.87,523275891.23,454583205.63,864501319.9769566
86,290005.OF,63675774.92,55162571.02,51614955.64,51880582.46,65340340.54,60127770.46,61309420.09,64041585.74,59586192.45,76898620.49,88261517.93,48235991.12,40726992.48,62811494.73,65501101.87,46003868.99,38623728.83,39151630.94,32602092.67,32985581.76,33407242.63,30721183.61,27853400.86,52022767.05347826
87,290011.OF,61899728.9,52549933.09,50764778.32,51453760.7,55111860.43,52401170.79,59288093.66,78200723.54,220972809.58,301435000.83,583820259.53,1457810861.32,995939582.55,1708857275.09,1840099910.72,1891929449.19,1367850183.59,1275995498.74,1126094233.03,1474642797.45,1856378814.82,1265783409.44,944091723.1,816233559.0613043
88,290012.OF,94789602.93,75232712.77,67954441.72,61484842.36,83703926.05,77108231.0,74145187.55,76839445.64,66012589.73,69735209.28,93895557.7,84657650.78,64899326.67,69349737.48,63814454.55,67199766.75,75837524.24,84180858.0,74469798.02,116387295.77,106208749.63,388358689.15,659539136.65,117208901.49652174
89,320003.OF,3571681757.28,3163613441.35,3041834187.13,2795913347.19,3340128177.24,3118460541.81,2998977552.66,3100772659.3,2935479811.78,3620135650.78,3511267931.53,3481671346.25,3678903761.97,4229860938.35,3984855018.77,5638614370.81,4330762638.1,4295996828.28,4089835881.25,4089341724.5,4496258955.19,4223579272.87,4185475745.11,3735800936.4999995
90,320005.OF,1640990037.31,1499904142.7,1437996189.51,1196456012.22,1577940579.09,1491011095.35,1587595719.77,1647940952.34,1345255030.97,1558309538.12,1443521976.97,1518108235.7,1285751873.67,1388272510.87,1280714123.53,1344667116.4,1071609177.77,1157969389.47,1037114160.91,1033847345.32,1117960804.36,1067209301.7,1027612473.08,1337293816.8317394
91,320006.OF,2039112474.23,1708882028.26,1611430322.53,1425139097.0,1537450639.31,1399937680.62,1328629136.41,1294519365.39,1034395952.69,1064265427.76,881108653.9,1118756711.09,1118527270.21,1237802646.24,1259630558.51,1343530059.3,1014515390.6,1099675374.2,883247348.1,834930409.16,828704618.38,897506581.57,792488863.0,1206703765.5852172
92,320011.OF,1322759385.73,1119396631.18,1278599248.59,1170082595.74,1300602322.26,1170266474.27,878924090.85,741337819.78,496439446.79,468511421.21,457097655.22,464117624.77,482771416.49,486947032.12,431807142.91,451788316.22,366608633.74,374546207.12,302306829.08,331667665.64,463654240.61,851278872.46,1136877416.67,719495151.7152174
93,320012.OF,138540319.65,138645073.51,127219116.05,121618365.16,144700929.93,139155029.32,195582221.5,244797171.24,335820022.55,598828725.74,682912262.36,552736170.26,485489761.85,519070452.28,425501523.07,371147743.89,274063333.3,373099884.8,379321010.8,356562075.3,330453434.67,389971145.92,355370875.23,333939419.4947826
94,320015.OF,420650646.92,386170977.72,350065790.36,309892524.24,312140960.98,291036263.11,251011465.44,233123766.44,170424747.13,167346101.99,170799026.4,171660091.02,165247709.26,165634214.21,161494770.79,159765608.61,128926132.95,127389865.14,110596549.75,120586849.05,212025008.93,457513036.12,664241791.07,248162778.15782604
95,340001.OF,3117476971.35,3115890210.44,2787673537.84,3010677011.66,4492585612.51,4416231008.520001,4438147925.82,5028388034.15,4635137726.69,4498167585.74,4573184940.42,3610189244.46,3513985537.15,4018879989.36,4371100003.64,4731325159.9,4374455571.29,4451286439.13,3803550324.54,3942534353.39,3999010530.22,3789652880.19,3658131360.0,4016420085.148261
96,340007.OF,7656545833.86,6243197201.78,5505180286.2,4827336792.04,6492868529.18,6349673463.32,5950804546.9,6096351155.66,5121904320.97,6131275875.57,6472892301.72,7284574426.35,6376917374.78,7165761653.76,6333846960.8,6070743744.11,4997688434.7,5419178725.63,4440073866.29,4510847423.32,4390971416.7,3898755073.21,3498654612.5,5705914957.363044
97,350002.OF,35109898.75,29777992.94,28008611.35,23825121.14,25516069.48,97711046.71,118707866.12,116488244.27,32261094.76,19933025.53,169812011.46,204320272.79,207469319.93,187097982.92,158411822.66,169038806.65,76004642.29,44310592.39,76576477.64,64951937.59,134676279.47,151500283.52,113770299.5,99359986.95043479
98,360011.OF,283185319.57,303619425.2,282942871.41,261009891.74,307369089.91,275221285.6,216506718.8,207148696.91,183527976.35,231896867.55,199304853.43,211578869.14,176139308.29,234707054.23,246480561.12,230682140.82,255627481.21,192815034.75,163838680.83,170525309.91,230916176.86,219699040.66,181220181.07,228954905.88521737
99,370027.OF,527116440.3,401538505.94,316721222.08,265154124.96,358421854.54,406445579.71,788467028.82,803263129.56,1527446986.48,1165081062.51,1278635326.58,1366770666.69,1637385307.27,1795486256.77,1476293165.09,1395355836.5,1184775643.3,1245878875.29,964908673.45,832809614.42,853351680.31,876389435.91,797367978.48,968046278.0417391
100,373010.OF,1913460253.22,1720795564.65,1566553484.53,1373960046.67,1446541516.04,1399371291.17,1366525940.09,1384479366.26,1249229296.61,1267918003.78,1180285436.78,1191910543.98,1099716419.48,1071858532.82,1040718523.59,1017740617.32,917915097.67,934605468.32,838109104.33,817494882.35,829518288.37,814155099.6,815446359.39,1185143875.5226085
101,373020.OF,243273157.66,228208410.9,203485873.58,186861472.58,225592795.68,218245306.13,251564869.52,386649543.48,406018720.49,536690600.38,526679838.76,776378808.68,594446629.13,684904815.51,790269433.16,774794376.64,480098991.26,496712338.23,456212910.88,416294059.82,332387452.23,284791270.86,250104098.58,423941990.17999995
102,375010.OF,1314815374.83,1124906715.35,966687953.01,837982433.44,1159443550.01,1197312765.55,1256737002.46,1374961244.16,1349816743.36,1666821298.77,1673087435.54,1842823818.36,1851737913.5,2455733700.41,2742348278.84,2422009848.14,2168274107.19,2656198507.17,2122442522.66,1979973198.34,2149491265.75,2337020252.16,2076003659.21,1770723025.5743477
103,377010.OF,2095762298.66,1715996059.2,1428528419.87,1182723205.24,1515184377.56,1474667494.05,1499897198.79,1575879969.98,1352941696.44,1513349714.86,1678593551.91,1544752674.88,1492089528.44,1443629113.52,1297823781.06,1321158796.41,1098266803.04,1194791836.34,975733833.45,966428720.21,1022426577.42,979891996.98,858303254.79,1357774821.873913
104,377016.OF,4954324429.21,4793363453.84,4722318587.29,4170231178.43,4484250811.11,4439389462.48,4331373661.64,4597009093.6,3666540918.72,4316084752.65,4120194995.45,4330509218.41,3813632499.75,3636659472.99,3168581583.61,2950000457.35,2715348405.13,2543132004.23,2276186284.96,2553976384.17,2570819863.58,2627943434.13,2436512907.7,3661668863.496957
105,377240.OF,3394606474.39,2851564077.57,2213813873.45,1943578983.61,3404087065.63,3011721560.07,2673394462.72,3041263637.21,3962763155.38,5156363881.07,5444689334.22,5504383293.14,5232372111.92,6335052554.25,7254484191.19,8220320645.22,7529719443.35,8171532710.92,6316451513.47,5124250580.3,5031424987.57,5243688646.68,4598020010.53,4854762921.472175
106,378010.OF,915918435.58,1778403990.15,2878056890.54,2861849296.66,3329042152.53,3059787619.11,2218725992.58,1802779137.18,1611000299.51,2101422265.32,1821443253.31,2000715706.34,1863107198.13,2276632391.52,2364493651.39,2625214517.7,2036288731.07,1763386691.09,1352778369.03,991220398.82,984295327.9,926691493.7,798254519.13,1928761231.6647823
107,378546.OF,144984310.22,139830316.66,141816980.08,112224196.56,113494914.33,107060100.99,94746553.12,86264732.89,94195420.2,241473372.77,159716664.94,149555425.91,133926256.32,116616052.0,96768238.94,90456036.16,112547119.47,95804320.92,95418996.83,106204554.51,97167204.06,95283072.26,97572691.54,118396849.20347828
108,379010.OF,493169243.71,518177631.62,427404501.71,361248717.26,492484789.04,470928725.25,500534638.89,594058416.72,523765901.31,705322091.14,810101884.85,833522719.58,705220433.32,784858908.79,676139034.95,636051624.39,436626259.73,511573209.76,415046917.55,400368645.89,441359981.69,465345254.37,374326404.28,546853736.3391305
109,398011.OF,477478456.92,410229811.76,390394538.82,363015830.16,467487613.55,436825642.43,525432153.91,571973282.83,588669526.68,657888567.59,550503622.09,519105163.3,515879407.69,537973696.12,365242786.04,367090375.39,265109518.57,277681935.22,249984919.93,233575525.28,241366951.83,229555025.58,193655589.71,410266084.40869564
110,398021.OF,1402986961.92,1204325076.41,1087552769.5,975577885.4,1244624727.09,1430039248.64,1239485642.57,1247076211.59,998278041.55,1177672254.18,1137138539.09,1272782242.5,1054308256.49,1266347540.44,1631769304.71,3129844994.01,2395703729.09,2352148235.64,2173302421.49,1803525115.49,1600203303.55,1508361471.63,1281180117.68,1504966699.5939128
111,398061.OF,417094540.68,353779954.69,313375908.59,285870845.1,355436441.23,499143203.84,418079559.21,410723688.8,330554655.89,466324484.23,468312738.44,517698926.44,436698410.74,586454857.24,521421747.66,547426279.35,419296132.5,394372169.55,390923489.33,379600867.34,335287028.71,309069499.06,289339832.4,410708054.82695645
112,400001.OF,391585511.98,340950901.33,323925452.04,298784987.9,357066174.9,397324015.61,378033362.43,415288871.89,346395873.56,392571750.12,399842620.18,454605449.77,387597710.05,396979983.36,347138631.4,354392228.19,279533368.88,293470348.06,259051171.34,250941391.75,212187453.97,171393907.3,168768264.15,331209975.2243479
113,400003.OF,1939737243.55,1657253982.06,1543144841.36,1413264012.12,1581342514.52,1572381559.51,1570321706.44,1572149706.31,1297057349.57,1499757055.85,1510390785.97,1627438018.21,1433450551.24,1491474569.48,1262285824.95,1317125864.93,1046642824.92,1119099301.62,992837179.32,958559597.32,977331973.41,913107096.15,910237024.67,1356799590.5860868
114,400007.OF,435506498.73,407377757.96,391418070.99,339918833.75,394437547.34,365211537.51,345999252.97,354279506.24,296686801.28,336915992.64,334023068.84,348498560.99,257101371.83,270979441.6,224586720.54,220223959.45,185171163.44,192589565.96,152209707.43,139616155.2,149240293.99,146605713.67,142128014.83,279596762.4860869
115,400011.OF,44028697.23,38637197.95,37869849.11,33542123.15,39947684.42,38915336.89,32785952.78,275562335.5,195462662.09,229370668.98,289339994.97,321389862.95,266421365.23,261368837.11,267804543.55,222569536.51,193409850.65,188368943.33,165503033.81,266034545.29,236071093.84,229705461.31,230751855.14,178472236.1647826
116,400015.OF,37575906.24,33622047.83,30372739.55,29412358.08,29565447.25,28781178.41,29355826.25,88222838.34,350185793.48,485322460.26,527988900.45,4709644975.31,6247438411.99,10216886293.95,20136790063.32,22440601813.96,18581969664.07,21532375473.59,16270963611.69,16084281497.49,16981013367.74,16655119108.21,12478196988.42,8000247250.6904335
117,400025.OF,173758437.7,186831647.8,180073370.2,157362783.19,185301335.42,186281362.55,182596609.55,277281796.07,432583775.07,260848033.62,353508865.33,417896028.47,454214517.58,399352500.09,327270043.93,306685780.06,219288630.34,232507178.95,194034915.58,184593475.1,183578643.27,153742660.08,139635771.9,251705572.25434783
118,410003.OF,479813361.25,433131517.07,485450842.03,414234456.77,547378010.1,494243447.59,561394359.1,572203383.54,859740725.78,992363861.9,1114705544.34,1284129791.03,1052592258.67,1420395619.57,1501079521.05,1583246874.83,1197606564.24,1310016783.05,1038837645.29,1074144142.78,1251666997.76,1069056282.34,1002928363.49,945233058.8508694
119,410006.OF,16385440.79,14531593.92,12802704.9,11102433.25,14327474.35,95339113.54,100894840.77,108320231.36,10169156.5,11435333.27,11028031.0,12793790.87,11052691.49,11634131.79,12451321.51,12718475.61,10686964.29,11258642.56,10353172.31,9622320.41,10276050.82,10657798.21,9455970.23,23447725.38043478
120,410007.OF,107042168.54,96294679.32,88867084.48,78273156.78,65339660.44,56233609.79,73310317.33,73457761.19,154658924.56,234457094.23,195464074.37,224702228.45,229211745.77,559504798.81,813520050.14,1251328799.91,1114620261.45,941331260.16,846475694.61,809270753.49,1028916694.83,961719527.45,779688373.47,468856031.28565216
121,420001.OF,1274329688.65,1175636849.87,1066726678.25,988778340.5,1224663952.81,1221000620.4,1201892316.78,1218081506.83,1112499870.18,1170648034.99,953947585.13,935570166.27,804595298.91,785358675.23,707092554.83,715630751.21,626621913.7,668829894.83,522985149.67,535435636.39,551240271.18,516512845.83,486198960.62,889751198.3939131
122,420003.OF,1046730687.3,960956910.39,875182558.67,832073342.65,1288298057.43,1092160286.56,857781456.21,720590030.24,550745331.11,635246461.72,728550202.67,820431700.7,829670443.01,908229639.45,815424097.05,796928243.82,655245084.36,761469147.2,668830561.14,680001588.15,669161787.82,587200481.29,604858779.31,799381168.6195654
123,420005.OF,148854314.33,129671622.16,117715466.05,102915403.3,116264092.79,106022128.36,119813826.73,124626124.09,143928328.35,146396981.4,180655864.39,256819123.27,295370593.38,330873314.1,335270664.15,562312556.67,524704730.8,480521016.15,310851836.14,311710194.52,334728482.9,346476601.28,304040091.43,253501885.0756522
124,420009.OF,900311102.0,855206635.64,821102221.41,808805250.62,870899282.93,696100674.89,737353883.55,752000198.23,784363615.92,784748228.58,842377291.34,997369168.11,995225712.45,1058342759.28,1485617968.95,1795140141.58,1782441302.38,1624422692.89,1510848964.96,1362542768.08,1285562693.02,1210317656.46,1160644295.1,1092249761.2334783
125,450001.OF,262732435.88,249291708.96,237837722.85,222601940.25,287176161.64,258127618.54,297308644.3,330634539.65,339999901.49,414804599.33,678860921.08,622333746.54,775415018.5,1218488117.17,1310201500.9,2052386541.42,2222813378.61,2028107101.32,2061995552.45,2354755929.07,2007910292.0,1414902530.79,1287811111.52,997239000.6200001
126,450002.OF,3162389557.66,3547559525.76,3399640585.17,2977900347.97,5423244286.07,4990931641.97,5011066205.71,4563750450.15,3528688313.1,4013509850.01,4836965334.22,6501292297.78,5410332010.26,5335473585.34,4952700620.9,4340317230.67,4120506392.38,3542672197.14,3014044902.82,3096804449.84,3071523992.61,2731692091.26,2557359499.22,4092624581.217826
127,450003.OF,1396706072.35,1259005048.19,1232672417.57,1114538685.02,1397905506.37,1424993167.67,2285594957.73,2059712861.98,1777113964.16,2165654411.89,2322399801.64,3077089814.97,2678306029.65,3190023545.52,2884493084.02,3492921632.65,3222283104.49,3247782943.69,2502034804.79,3093019675.55,2980834478.03,2029558253.21,1969671694.04,2295839824.1382613
128,450004.OF,144884814.59,174038719.58,164199099.18,111145181.63,131557164.22,108847174.77,221957119.57,232317035.26,142877916.62,177711314.09,285723645.38,505321073.04,536793891.52,804610937.98,1449874614.05,2270079711.51,3611409367.45,9710388842.91,9381880699.1,6590745471.16,5504570068.18,5016859712.39,4752185656.37,2262173010.0239134
129,450007.OF,88796442.43,76265566.14,74431896.31,65587017.06,81254531.11,78530463.54,81257755.93,85484458.85,69425887.88,81846564.78,73785119.62,72512492.92,57887547.27,59870357.64,58340543.12,56573451.27,44181923.42,46585010.13,36864579.71,35655689.82,37502388.66,36291812.3,31421301.19,62189252.22173915
130,450010.OF,49917559.34,45053457.51,41966686.52,37405034.75,46182813.66,42003234.76,144733683.71,145578966.53,86108936.35,108835856.78,318581597.81,366093073.11,309448890.17,299324278.84,269854572.74,448656923.76,396537727.12,363518470.57,784716209.27,952692848.67,1323863741.85,1068278705.17,2894390025.07,458423621.48086953
131,450011.OF,48007301.72,58133084.31,57791471.02,52184897.47,63975903.98,80098112.36,54365391.99,58383723.72,51206069.41,71659664.77,543578273.52,597344118.01,653715545.29,419051719.6,354242206.33,644607927.64,1073839410.56,1285599609.43,649281414.57,569880878.06,568623976.62,250170568.31,207533009.62,365794533.8395652
132,460001.OF,1494438384.97,1378224657.45,1324240046.06,1188648355.86,1320732559.13,1271272833.51,1321485279.91,1390327583.93,1293395841.5,1582199473.77,1578562860.31,1982125055.49,1886316841.66,2459468839.35,2262100918.49,2119627184.77,1837826682.46,2155088294.53,1802192324.18,1789867180.16,1617493748.86,1296560877.39,1077937566.28,1627397103.913913
133,460007.OF,201774059.57,175836473.83,152782194.0,141038325.79,213463657.79,212720193.63,348563273.02,329820302.14,361164527.64,392341913.99,504871114.59,700928571.49,432311146.17,388578320.54,332324854.44,316011670.64,345432106.47,442096611.01,393541029.56,322450424.88,324116612.8,204340231.49,175632264.77,322266951.3152175
