,thscode,ths_fund_short_name_fund,ths_fund_manager_current_fund,ths_fund_manager_his_fund,ths_isindexfund_fund,ths_invest_type_first_classi_fund,ths_invest_type_second_classi_fund,ths_fund_scale_fund,ths_found_years_fund,ths_org_investor_held_ratio_fund,ths_stock_mv_to_fanv_fund,行业标签,风格标签,大小盘标签,共振因子标签,集中度标签
270,002545.OF,东方岳灵活配置混合,盛泽,姚航(20160922-20180124) 邱义鹏(20160922-20170119) 张玉坤(20161227-20190102) 刘志刚(20170724-20180912) 盛泽(20180912-至今),否,混合型基金,灵活配置型基金,210984018.8,6.772602739726,97.83,93.3320662816,稳定行业均衡基金,风格轮动基金,稳定大盘,稳定共振基金,稳定低
271,002562.OF,泓德泓益量化混合,苏昌景,郭堃(20160426-20170606) 苏昌景(20160429-至今),否,混合型基金,偏股混合型基金,230773050.41,7.1808219178082,75.86,92.753495847852,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,稳定低
272,002593.OF,富国美丽中国混合A,张啸伟,张啸伟(20160519-至今),否,混合型基金,偏股混合型基金,1868481745.1,7.1178082191781,11.47,80.393275185012,稳定行业均衡基金,风格轮动基金,稳定大盘,轮动基金,轮动基金
273,002624.OF,广发优企精选混合A,程琨,傅友兴(20160804-20200713) 程琨(20190507-至今),否,混合型基金,灵活配置型基金,1761607339.36,6.9068493150685,37.43,94.674418358573,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,稳定高
274,002653.OF,泰康沪港深精选混合,黄成扬,彭一博(20160606-20171122) 刘伟(20170504-20220823) 黄成扬(20171121-至今),否,混合型基金,灵活配置型基金,650283396.19,7.0684931506849,92.85,89.64765241825,稳定行业均衡基金,稳定价值型,稳定小盘,轮动基金,稳定低
275,002685.OF,中欧丰泓沪港深灵活配置混合A,"罗佳明,沈悦",曹名长(20161108-20210210) 卢博森(20161230-20200731) 曲径(20171117-20190702) 罗佳明(20190702-至今) 沈悦(20200731-至今),否,混合型基金,灵活配置型基金,4724939013.1,6.6438356164384,73.35,92.741560719063,稳定行业均衡基金,稳定价值型,稳定小盘,轮动基金,轮动基金
276,002692.OF,富国创新科技混合A,李元博,李元博(20160616-至今),否,混合型基金,偏股混合型基金,3383447505.3,7.041095890411,4.6,92.383621840868,行业轮动基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
277,002707.OF,大摩科技领先混合A,雷志勇,司巍(20171213-20181225) 徐达(20171221-20190917) 雷志勇(20190420-至今),否,混合型基金,灵活配置型基金,125394609.85,5.5479452054795,14.16,90.599560286743,行业轮动基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
278,002803.OF,东方红沪港深混合,秦绪文,林鹏(20160711-20200516) 刚登峰(20180420-20210421) 秦绪文(20180420-至今) 周杨(20201106-20220603),否,混合型基金,灵活配置型基金,3067795795.4,6.972602739726,3.48,93.330374371501,稳定行业均衡基金,风格轮动基金,风格轮动基金,稳定共振基金,轮动基金
279,002808.OF,泓德优势领航混合,王克玉,王克玉(20161221-至今),否,混合型基金,灵活配置型基金,3209650145.44,6.5260273972603,84.51,90.161354430213,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,稳定低
280,002939.OF,广发创新升级混合,"吴远怡,刘格菘",王颂(20160824-20171109) 刘格菘(20170705-至今) 费逸(20200302-20210513) 吴远怡(20200930-至今),否,混合型基金,灵活配置型基金,6295683521.35,6.8520547945205,14.39,92.478891492969,稳定行业均衡基金,风格轮动基金,稳定大盘,轮动基金,稳定高
281,002983.OF,长信国防军工量化混合A,宋海岸,左金保(20170105-20181130) 宋海岸(20180212-至今),否,混合型基金,灵活配置型基金,816048648.47,6.4849315068493,8.91,94.127555783761,稳定制造行业基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
282,003095.OF,中欧医疗健康混合A,葛兰,葛兰(20160929-至今),否,混合型基金,偏股混合型基金,25210482765.94,6.7534246575342,0.51,92.835038200869,稳定医药行业基金,风格轮动基金,风格轮动基金,稳定中立基金,轮动基金
283,003131.OF,国寿安保强国智造灵活配置混合,李捷,张琦(20160927-20171107) 李捷(20160927-至今),否,混合型基金,灵活配置型基金,99621792.02,6.758904109589,94.28,92.625019756195,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,稳定低
284,003243.OF,摩根中国世纪混合人民币份额,王丽军,征茂平(20161111-20220114) 王丽军(20161111-至今),否,QDII基金,QDII混合型基金,112560505.12,6.6356164383562,0.22,89.265970442191,,,,稳定独立基金,稳定低
285,003244.OF,摩根中国世纪混合美元现钞,王丽军,征茂平(20161111-20220114) 王丽军(20161111-至今),否,QDII基金,QDII混合型基金,112560505.12,6.6356164383562,0.22,89.265970442191,,,,稳定独立基金,稳定低
286,003245.OF,摩根中国世纪混合美元现汇,王丽军,征茂平(20161111-20220114) 王丽军(20161111-至今),否,QDII基金,QDII混合型基金,112560505.12,6.6356164383562,0.22,89.265970442191,,,,稳定独立基金,稳定低
287,003293.OF,易方达科瑞灵活配置混合,杨嘉文,郑希(20170103-20171227) 常远(20170103-20171227) 杨嘉文(20171227-至今),否,混合型基金,灵活配置型基金,3887176083.5,6.4904109589041,66.45,88.422611314412,稳定行业均衡基金,风格轮动基金,稳定中盘,轮动基金,轮动基金
288,003378.OF,泰康策略优选混合,宋仁杰,桂跃强(20161128-20200922) 任慧娟(20161221-20190508) 金宏伟(20170828-20190509) 经惠云(20171225-20200106) 宋仁杰(20190916-至今),否,混合型基金,灵活配置型基金,1432003485.97,6.5890410958904,74.99,83.150439044737,稳定行业均衡基金,风格轮动基金,稳定中盘,轮动基金,轮动基金
289,003580.OF,泰康沪港深价值优选混合,黄成扬,彭一博(20161228-20171205) 刘伟(20170504-20220823) 黄成扬(20171121-至今),否,混合型基金,灵活配置型基金,123532328.93,6.5068493150685,59.11,89.699290914194,稳定行业均衡基金,稳定价值型,稳定小盘,轮动基金,稳定低
290,003715.OF,宝盈消费主题混合,杨思亮,段鹏程(20170104-20181124) 杨思亮(20181025-至今),否,混合型基金,灵活配置型基金,357985703.5,6.4876712328767,53.72,74.509534303232,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,稳定高
291,003940.OF,银华盛世精选灵活配置混合发起式A,"张萍,李晓星",李晓星(20161222-至今) 张萍(20181106-至今),否,混合型基金,灵活配置型基金,3553966381.25,6.5232876712329,8.65,87.550101192641,行业轮动基金,风格轮动基金,稳定大盘,稳定共振基金,轮动基金
292,004183.OF,富国产业升级混合A,章旭峰,章旭峰(20170609-至今),否,混合型基金,偏股混合型基金,148802833.3,6.0602739726027,41.54,88.85277365999,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
293,004263.OF,华安沪港深机会灵活配置混合,"盛骅,陆秋渊",苏圻涵(20170510-20180903) 陆秋渊(20170630-至今) 盛骅(20180214-至今),否,混合型基金,灵活配置型基金,641037161.84,6.1424657534247,31.39,94.764848626923,稳定行业均衡基金,稳定价值型,风格轮动基金,轮动基金,轮动基金
294,004374.OF,华泰保兴吉年丰A,尚烁徽,尚烁徽(20170324-至今) 傅奕翔(20170324-20180620),否,混合型基金,偏股混合型基金,872924499.8,6.2712328767123,87.75,91.213841955294,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
295,004394.OF,华泰柏瑞量化创优混合,"田汉卿,笪篁",田汉卿(20170512-至今) 笪篁(20200511-至今),否,混合型基金,灵活配置型基金,82874172.69,6.1369863013699,,92.737442082814,稳定行业均衡基金,风格轮动基金,稳定大盘,稳定共振基金,稳定低
296,004434.OF,博时逆向投资混合A,李喆,周志超(20170414-20180731) 蔡滨(20171113-20230911) 李喆(20201028-至今),否,混合型基金,偏股混合型基金,73230534.74,6.213698630137,0.0,77.399066102239,行业轮动基金,风格轮动基金,风格轮动基金,轮动基金,稳定低
297,004477.OF,嘉实沪港深回报混合,王丹,张金涛(20170329-20220426) 谭丽(20170621-20190110) 张丹华(20171230-20190110) 刘岚(20190110-20200721) 王丹(20190110-至今),否,混合型基金,偏股混合型基金,724209159.02,6.2575342465753,0.43,88.492050820956,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,稳定中
298,004505.OF,博时新兴消费主题混合A,"王诗瑶,曾鹏",王俊(20170605-20210120) 王诗瑶(20170605-至今) 曾鹏(20210120-至今),否,混合型基金,偏股混合型基金,431166652.86,6.0712328767123,0.81,81.541653618561,行业轮动基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
299,004666.OF,长城久嘉创新成长混合A,尤国梁,乔春(20170705-20170818) 蒋劲刚(20170705-20190222) 杨建华(20170818-20190222) 龙宇飞(20171018-20220708) 尤国梁(20191024-至今),否,混合型基金,灵活配置型基金,2194760476.49,5.9890410958904,46.77,92.868376103363,行业轮动基金,稳定成长型,风格轮动基金,轮动基金,轮动基金
300,004868.OF,交银股息优化混合,韩威俊,韩威俊(20170825-至今),否,混合型基金,偏股混合型基金,1846935680.6,5.8493150684932,48.91,94.072049067002,稳定消费行业基金,风格轮动基金,稳定大盘,轮动基金,稳定高
301,004871.OF,中银金融地产混合A,刘腾,刘腾(20170928-至今),否,混合型基金,偏股混合型基金,139106495.91,5.7561643835616,0.0276,92.495724021777,稳定金融地产行业基金,稳定价值型,稳定大盘,稳定中立基金,轮动基金
302,004877.OF,添富全球医疗混合(QDII)人民币,刘江,刘江(20170816-至今),否,QDII基金,QDII混合型基金,384637604.38,5.8739726027397,6.73,77.344796396404,,,,稳定独立基金,稳定低
303,004881.OF,中银量化价值混合A,赵志华,赵志华(20171124-至今),否,混合型基金,偏股混合型基金,134348220.52,5.6,88.5637,91.524602745976,稳定行业均衡基金,风格轮动基金,稳定大盘,稳定共振基金,稳定低
304,004958.OF,圆信永丰优享生活,范妍,范妍(20170830-至今) 李家亮(20170830-20170906) 肖世源(20170914-20200306),否,混合型基金,灵活配置型基金,2701811763.46,5.8356164383562,80.28,82.389680922823,稳定行业均衡基金,风格轮动基金,稳定中盘,轮动基金,稳定低
305,005028.OF,鹏华研究精选混合,王海青,梁浩(20171009-20230818) 王海青(20180203-至今),否,混合型基金,灵活配置型基金,859862592.46,5.7260273972603,33.19,93.775267530028,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
306,005075.OF,富国研究量化精选混合A,于鹏,于鹏(20171124-至今),否,混合型基金,偏股混合型基金,292003648.8,5.6,24.41,94.197135328962,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,稳定低
307,005094.OF,万家臻选混合,莫海波,莫海波(20171220-至今),否,混合型基金,偏股混合型基金,1756984274.52,5.5287671232877,31.77,93.819348765676,行业轮动基金,风格轮动基金,稳定中盘,轮动基金,稳定高
308,005241.OF,中欧时代智慧混合A,成雨轩,周应波(20180125-20200812) 成雨轩(20190601-至今),否,混合型基金,偏股混合型基金,597981619.34,5.4301369863014,31.3,80.94981617554,稳定行业均衡基金,风格轮动基金,稳定大盘,稳定共振基金,稳定高
309,005244.OF,国泰聚优价值灵活配置混合A,程洲,程洲(20171115-至今),否,混合型基金,灵活配置型基金,431693581.31,5.6246575342466,26.5,91.267945099119,稳定行业均衡基金,风格轮动基金,稳定小盘,轮动基金,轮动基金
310,005250.OF,银华估值优势混合,程桯,李晓星(20171103-20200902) 倪明(20171103-20200908) 胡晓晖(20180524-20200922) 张萍(20181106-20200902) 程桯(20190327-至今),否,混合型基金,偏股混合型基金,158230896.06,5.6575342465753,,90.653695878463,稳定行业均衡基金,风格轮动基金,稳定大盘,轮动基金,轮动基金
311,005258.OF,景顺长城量化平衡混合A,"徐喻军,黎海威",黎海威(20171227-至今) 徐喻军(20171227-至今),否,混合型基金,灵活配置型基金,78187975.15,5.5095890410959,4.63,90.61805929118,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,稳定低
312,005299.OF,万家成长优选混合A,李文宾,李文宾(20180201-至今),否,混合型基金,灵活配置型基金,1453958645.9,5.4109589041096,36.41,91.631151153438,稳定行业均衡基金,风格轮动基金,风格轮动基金,稳定独立基金,轮动基金
313,005335.OF,浙商全景消费混合A,"刘新正,贾腾",倪权生(20171229-20190823) 刘宏达(20171229-20201215) 贾腾(20190731-至今) 刘新正(20210618-至今),否,混合型基金,偏股混合型基金,183609655.28,5.5041095890411,84.75,93.984252972435,稳定行业均衡基金,稳定价值型,风格轮动基金,稳定独立基金,稳定高
314,005521.OF,华安红利精选混合A,孙澍,杨明(20180119-20230828) 孙澍(20230828-至今),否,混合型基金,偏股混合型基金,192846078.47,5.4465753424658,1.3,89.507039358455,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
315,020005.OF,国泰金马稳健混合A,"谢泓材,李恒",崔海峰(20040618-20041025) 何江旭(20040618-20080403) 余荣权(20080403-20110127) 程洲(20080403-20140317) 贾成东(20131114-20150225) 王航(20140317-20160617) 杨飞(20160426-20170510) 李恒(20170126-至今) 谢泓材(20230915-至今),否,混合型基金,灵活配置型基金,920102318.99,19.043835616438,4.98,85.016492241665,行业轮动基金,风格轮动基金,稳定大盘,稳定共振基金,稳定高
316,020010.OF,国泰金牛创新成长混合,程洲,何江旭(20070518-20091202) 范迪钊(20091202-20150126) 程洲(20150126-至今) 姜英(20201218-20220602) 孙家旭(20220602-20230905),否,混合型基金,偏股混合型基金,1279738448.12,16.128767123288,8.28,92.928097043349,稳定行业均衡基金,风格轮动基金,风格轮动基金,稳定独立基金,轮动基金
317,020023.OF,国泰事件驱动混合A,林小聪,王航(20110817-20160617) 邱晓华(20160426-20170811) 林小聪(20170619-至今),否,混合型基金,偏股混合型基金,287819906.39,11.876712328767,26.5,85.571824961029,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,稳定低
318,040004.OF,华安宝利配置混合,陈媛,袁蓓(20040824-20080425) 汤礼辉(20050525-20070418) 邓跃辉(20080425-20100319) 沈雪峰(20081011-20100421) 陆从珍(20100421-20150618) 康平(20120530-20130809) 翁启森(20150616-20160921) 刘伟亭(20150925-20180514) 王嘉(20180226-20181112) 陈媛(20181112-至今),否,混合型基金,灵活配置型基金,1510748005.72,18.860273972603,4.24,73.493101656014,行业轮动基金,风格轮动基金,稳定大盘,轮动基金,稳定中
319,040005.OF,华安宏利混合A,王春,尚志民(20060906-20150217) 陈俏宇(20070314-20080213) 汪光成(20080213-20090327) 陈逊(20120530-20140423) 翁启森(20140318-20160921) 施卫平(20140430-20150626) 王春(20151028-至今),否,混合型基金,偏股混合型基金,2397224288.22,16.824657534247,3.51,74.124846028985,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
320,040007.OF,华安中小盘成长混合,李欣,刘光华(20070410-20090625) 沈雪峰(20090625-20110830) 於震騋(20110719-20130222) 康平(20120530-20130809) 吴丰树(20130222-20180706) 陈逊(20140103-20150626) 李欣(20180611-至今),否,混合型基金,偏股混合型基金,1820685487.62,16.232876712329,12.85,93.417368276128,行业轮动基金,风格轮动基金,稳定中盘,轮动基金,轮动基金
321,040008.OF,华安策略优选混合A,杨明,鲍泓(20070802-20080213) 邓跃辉(20080213-20100319) 张伟(20080213-20100921) 殷鸣(20100920-20130302) 汪光成(20130302-20131029) 杨明(20130605-至今),否,混合型基金,偏股混合型基金,3833551613.79,15.920547945205,10.48,87.414118497169,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
322,040011.OF,华安核心优选混合A,"陆秋渊,盛骅",陈俏宇(20081022-20150618) 吴丰树(20110719-20130524) 杨鑫鑫(20130605-20181031) 陆秋渊(20181031-至今) 盛骅(20181031-至今),否,混合型基金,偏股混合型基金,620674389.37,14.695890410959,5.19,93.847494636075,稳定行业均衡基金,风格轮动基金,稳定大盘,稳定共振基金,稳定高
323,040015.OF,华安动态灵活配置混合A,蒋璆,宋磊(20091222-20120817) 张翥(20091222-20130302) 陈逊(20130302-20150626) 李冠宇(20130408-20140423) 谢振东(20150302-20160921) 蒋璆(20150616-至今),否,混合型基金,灵活配置型基金,1739062341.44,13.528767123288,32.91,78.842489043991,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
324,040016.OF,华安行业轮动混合,饶晓鹏,沈雪峰(20100511-20121015) 吴丰树(20121015-20180706) 陈媛(20180611-20190830) 饶晓鹏(20181112-至今),否,混合型基金,偏股混合型基金,538217600.87,13.145205479452,0.19,92.26474625826,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
325,040020.OF,华安升级主题混合A,饶晓鹏,陈俏宇(20110422-20150618) 蒋璆(20150616-20160921) 饶晓鹏(20150907-至今),否,混合型基金,偏股混合型基金,362575308.5,12.197260273973,0.57,91.626786559223,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
326,040025.OF,华安科技动力混合A,李欣,汪光成(20111220-20131029) 李冠宇(20130408-20141230) 陈逊(20141230-20150626) 谢振东(20150325-20191108) 李欣(20191108-至今),否,混合型基金,偏股混合型基金,1360686426.54,11.534246575342,22.48,93.011431013707,行业轮动基金,风格轮动基金,风格轮动基金,轮动基金,稳定低
327,050009.OF,博时新兴成长混合,曾鹏,何肖颉(20070713-20080703) 李培刚(20080702-20130118) 刘彦春(20080702-20110412) 韩茂华(20130109-20150122) 曾鹏(20130118-至今),否,混合型基金,偏股混合型基金,2253422472.32,15.994520547945,1.27,90.261941575737,行业轮动基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
328,050010.OF,博时特许价值混合A,曾鹏,陈亮(20080528-20100413) 汤义峰(20100312-20120611) 胡俊敏(20120611-20130913) 赵云阳(20130913-20150209) 黄瑞庆(20150209-20180621) 曾鹏(20180621-至今) 肖瑞瑾(20180621-20210413),否,混合型基金,偏股混合型基金,516590308.29,15.098630136986,0.65,92.125174851874,行业轮动基金,稳定成长型,风格轮动基金,稳定中立基金,稳定中
329,050018.OF,博时行业轮动混合,陈雷,刘建伟(20101210-20140829) 陈雷(20140829-至今) 王晓冬(20140829-20160120),否,混合型基金,偏股混合型基金,231475835.71,12.561643835616,0.02,94.043681567145,行业轮动基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
330,070001.OF,嘉实成长收益混合A,胡涛,窦玉明(20021105-20040810) 孙林(20030124-20070417) 刘志强(20061123-20080722) 刘天君(20070417-20090714) 徐晨光(20090714-20101105) 刘天君(20101105-20130607) 任竞辉(20121217-20130619) 邵秋涛(20130607-20191119) 谢泽林(20151231-20170718) 胡涛(20191119-至今),否,混合型基金,偏股混合型基金,1851771735.37,20.66301369863,1.9,72.410855797286,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,稳定高
331,070002.OF,嘉实增长混合,归凯,刘欣(20030709-20040810) 邵健(20040406-20150708) 张弢(20090116-20100608) 董理(20150708-20160722) 刘美玲(20151231-20171118) 季文华(20171118-20181204) 归凯(20181204-至今),否,混合型基金,偏股混合型基金,2813565893.7,19.98904109589,0.15,71.167493382101,稳定行业均衡基金,风格轮动基金,风格轮动基金,稳定独立基金,稳定高
332,070006.OF,嘉实服务增值行业混合,"牛歌,常蓁",徐轶(20040401-20061222) 孙林(20050610-20070417) 党开宇(20061222-20080320) 陈勤(20080320-20150312) 焦云(20150312-20171123) 陈少平(20170612-20171123) 李帅(20171123-20191119) 常蓁(20191119-至今) 牛歌(20220301-至今),否,混合型基金,灵活配置型基金,1151162776.45,19.257534246575,0.99,86.150540269235,稳定行业均衡基金,风格轮动基金,稳定大盘,稳定共振基金,稳定高
333,070011.OF,嘉实策略混合,"董福焱,洪流",邵健(20061212-20130607) 党开宇(20061213-20080228) 邹唯(20061213-20080228) 刘熹(20061213-20080228) 邵秋涛(20101125-20120104) 张弢(20120104-20140328) 刘美玲(20131221-20160122) 丁杰人(20140328-20170112) 谢泽林(20160930-20190823) 董福焱(20190823-至今) 洪流(20190928-至今),否,混合型基金,灵活配置型基金,2439196851.39,16.558904109589,6.3,89.77939391821,稳定行业均衡基金,风格轮动基金,稳定大盘,轮动基金,轮动基金
334,070017.OF,嘉实量化阿尔法混合,金猛,王永宏(20090320-20100918) 陶羽(20090320-20170701) 张自力(20170701-20180920) 张楠(20180105-20190801) 金猛(20180920-至今),否,混合型基金,偏股混合型基金,131365005.28,14.287671232877,0.24,92.219145678704,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,稳定低
335,070019.OF,嘉实价值优势混合A,谭丽,陈勤(20100607-20141126) 顾义河(20121010-20141126) 翟琳琳(20141126-20171114) 谭丽(20171114-至今),否,混合型基金,偏股混合型基金,1825463734.34,13.071232876712,24.74,92.678887517445,稳定行业均衡基金,稳定价值型,风格轮动基金,轮动基金,稳定高
336,070021.OF,嘉实主题新动力混合,曲盛伟,欧宝林(20101207-20120718) 齐海滔(20120718-20180105) 曲盛伟(20171212-至今),否,混合型基金,偏股混合型基金,1083338170.71,12.569863013699,13.02,93.978503315613,行业轮动基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
337,070032.OF,嘉实优化红利混合A,常蓁,郭志喜(20120626-20130720) 赵勇(20130720-20140723) 翟琳琳(20140207-20150312) 董理(20150312-20161010) 季文华(20161010-20181011) 常蓁(20181011-至今),否,混合型基金,偏股混合型基金,1926495031.42,11.016438356164,1.06,85.681490705592,稳定行业均衡基金,风格轮动基金,稳定大盘,稳定共振基金,轮动基金
338,070099.OF,嘉实优质企业混合,"刘晗竹,胡涛",刘天君(20071208-20130607) 邵健(20130607-20140820) 刘辉(20140429-20150526) 胡涛(20140820-至今) 刘晗竹(20230919-至今),否,混合型基金,偏股混合型基金,1293904079.65,15.569863013699,4.31,92.996722864147,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
339,090004.OF,大成精选增值混合A,李博,何光明(20041215-20060121) 曹雄飞(20060121-20070627) 钱辉(20070627-20081218) 张益凡(20081218-20090325) 曹雄飞(20090325-20100810) 刘安田(20100407-20150406) 魏庆国(20150407-20160819) 冯文光(20150723-20161108) 李博(20161104-至今),否,混合型基金,灵活配置型基金,1081366925.88,18.550684931507,0.15,83.886194183515,稳定行业均衡基金,风格轮动基金,稳定大盘,轮动基金,稳定高
340,090009.OF,大成行业轮动混合A,王磊,姚瑢(20090908-20101125) 杨建勋(20101126-20120905) 黄万青(20110713-20130307) 曹雄飞(20130308-20140424) 徐雄晖(20130408-20150522) 支兆华(20150523-20151213) 王磊(20151214-至今) 郭玮羚(20210126-20230602),否,混合型基金,偏股混合型基金,113420240.46,13.816438356164,0.24,79.694626932023,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
341,090013.OF,大成竞争优势混合A,徐彦,陈尚前(20140422-20140424) 徐彦(20140425-20180911) 李本刚(20180907-20200113) 周志超(20181226-20200108) 徐彦(20191230-至今),否,混合型基金,偏股混合型基金,2905558959.78,9.1945205479452,90.2,60.158924355015,稳定行业均衡基金,稳定价值型,风格轮动基金,稳定独立基金,轮动基金
342,090015.OF,大成内需增长混合A,张烨,杨丹(20110614-20130717) 李本刚(20120904-20200113) 李博(20150826-20190929) 张烨(20190929-至今),否,混合型基金,偏股混合型基金,354631619.09,12.052054794521,33.48,85.908497721975,行业轮动基金,风格轮动基金,稳定大盘,稳定共振基金,轮动基金
343,100020.OF,富国天益价值混合A,唐颐恒,张晖(20040615-20050413) 陈戈(20050413-20140415) 李晓铭(20140415-20190812) 许炎(20160824-20190812) 唐颐恒(20190723-至今),否,混合型基金,灵活配置型基金,4504504686.22,19.052054794521,2.14,92.005358079625,稳定行业均衡基金,风格轮动基金,稳定大盘,稳定共振基金,稳定高
344,100022.OF,富国天瑞强势混合,"厉叶淼,徐智翔",徐大成(20050405-20070615) 宋小龙(20070615-20120926) 贺轶(20120908-20160202) 厉叶淼(20160202-至今) 徐智翔(20230728-至今),否,混合型基金,灵活配置型基金,4354679939.61,18.246575342466,16.5,79.370515502674,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
345,100026.OF,富国天合稳健混合,张啸伟,周蔚文(20061115-20110112) 尚鹏岳(20110112-20150609) 汪鸣(20150415-20171229) 杨栋(20150818-20200401) 张啸伟(20151119-至今),否,混合型基金,偏股混合型基金,3363021982.32,16.632876712329,14.36,80.623700683917,稳定行业均衡基金,风格轮动基金,稳定大盘,轮动基金,轮动基金
346,100039.OF,富国通胀通缩主题混合A,曹晋,宋小龙(20100512-20110816) 尚鹏岳(20101014-20150609) 赵涛(20110816-20140129) 毕天宇(20150609-20171024) 章旭峰(20150810-20171024) 易智泉(20171017-20190812) 曹晋(20190201-至今),否,混合型基金,偏股混合型基金,571354797.21,13.142465753425,52.02,80.518457022539,行业轮动基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
347,100060.OF,富国高新技术产业混合,李元博,王海军(20120627-20151123) 李元博(20151123-至今),否,混合型基金,偏股混合型基金,1472016586.28,11.013698630137,3.08,93.989950598072,行业轮动基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
348,100061.OF,富国中国中小盘混合(QDII),张峰,张峰(20120904-至今),否,QDII基金,QDII混合型基金,2993353908.95,10.824657534247,24.86,88.58103068107,,,,稳定独立基金,稳定低
349,110013.OF,易方达科翔混合,陈皓,刘芳洁(20081113-20110101) 付浩(20110101-20140510) 陈皓(20140510-至今),否,混合型基金,偏股混合型基金,5893277234.95,14.635616438356,29.34,87.6455565241,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
350,110015.OF,易方达行业领先企业混合,冯波,伍卫(20090326-20110101) 冯波(20100101-至今),否,混合型基金,偏股混合型基金,1361285813.53,14.271232876712,0.81,88.680069802505,稳定行业均衡基金,风格轮动基金,稳定大盘,稳定共振基金,轮动基金
351,110023.OF,易方达医疗保健行业混合A,杨桢霄,李文健(20110128-20150314) 王勇(20150214-20170217) 杨桢霄(20160820-至今),否,混合型基金,偏股混合型基金,6039405392.770001,12.427397260274,37.49,94.50156646617,稳定医药行业基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
352,110029.OF,易方达科讯混合,刘健维,侯清濯(20071218-20100911) 宋昆(20100911-20190112) 陈皓(20181211-20220112) 刘健维(20190712-至今),否,混合型基金,偏股混合型基金,3136358032.71,15.542465753425,2.27,82.615891642036,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,轮动基金
353,121003.OF,国投瑞银核心企业混合,吉莉,邢修元(20060419-20070201) 康晓云(20060419-20110223) 綦缚鹏(20100423-20130511) 黄顺祥(20110817-20121030) 倪文昊(20130511-20151231) 徐炜哲(20140627-20141213) 于雷(20151121-20191228) 吉莉(20180731-至今),否,混合型基金,偏股混合型基金,898675329.02,17.208219178082,12.54,80.43466350726,稳定行业均衡基金,风格轮动基金,稳定大盘,轮动基金,稳定低
354,121008.OF,国投瑞银成长优选混合,桑俊,靳奕(20080110-20090123) 唐咸德(20090123-20100629) 袁野(20100629-20110903) 綦缚鹏(20100629-20180106) 董晗(20150619-20180324) 桑俊(20180106-至今),否,混合型基金,偏股混合型基金,514940724.19,15.479452054795,16.41,83.2773168474,稳定行业均衡基金,风格轮动基金,稳定大盘,轮动基金,稳定中
355,160603.OF,鹏华普天收益混合,蒋鑫,黄钦来(20031126-20050921) 管文浩(20050921-20070801) 林宇坤(20070801-20090117) 张卓(20090117-20170729) 蒋鑫(20170729-至今),否,混合型基金,灵活配置型基金,386722744.74,19.980821917808,10.98,61.276588481838,稳定行业均衡基金,风格轮动基金,风格轮动基金,轮动基金,稳定中
356,160624.OF,鹏华消费领先混合,孟昊,刘苏(20131223-20150505) 陈鹏(20150505-20170729) 蒋鑫(20170729-20200313) 孟昊(20181117-至今),否,混合型基金,灵活配置型基金,379443402.63,9.5232876712329,20.34,84.624055978938,行业轮动基金,稳定成长型,风格轮动基金,稳定共振基金,轮动基金
